"","Rotación","Edad","Viaje de Negocios","Departamento","Distancia_Casa","Educación","Campo_Educación","Satisfacción_Ambiental","Genero","Cargo","Indicador de Satisfación_Laboral","Estado_Civil","Ingreso_Mensual","Numero de Trabajos_Anteriores","Horas_Extra","Porcentaje_aumento_salarial","Rendimiento_Laboral","Numero de Años_Experiencia","Numero de Capacitaciones","Equilibrio_Trabajo_Vida","Numero años en Antigüedad_Cargo","Numero de Años_ultima_promoción","Numero de Años_acargo_con_mismo_jefe"
"707","Si",14600,"No_Viaja","Ventas",24,3,"Ciencias",2,"F","Ejecutivo_Ventas",2,"Soltero",13194,4,"Si",16,3,22,2,2,0,0,0
"708","No",17155,"Frecuentemente","IyD",16,4,"Salud",3,"M","Director_Manofactura",3,"Divorciado",5067,1,"Si",19,3,20,3,4,10,2,7
"709","No",13140,"No_Viaja","Ventas",8,4,"Tecnicos",1,"M","Ejecutivo_Ventas",4,"Divorciado",5079,4,"No",13,3,12,3,3,7,0,7
"710","Si",11315,"No_Viaja","IyD",9,2,"Salud",3,"M","Investigador_Cientifico",1,"Soltero",2321,0,"Si",22,4,4,0,3,2,1,2
"711","No",12045,"No_Viaja","Ventas",17,3,"Ciencias",4,"M","Gerente",3,"Soltero",17444,1,"No",11,3,10,2,3,8,6,0
"712","Si",10585,"Raramente","IyD",10,3,"Ciencias",4,"F","Investigador_Cientifico",1,"Soltero",2404,6,"Si",20,4,3,5,3,0,0,0
"713","No",12045,"Raramente","IyD",13,1,"Ciencias",2,"F","Investigador_Cientifico",4,"Soltero",3452,3,"No",18,3,5,4,3,2,0,2
"714","No",16425,"Raramente","IyD",1,4,"Salud",4,"F","Tecnico_Laboratorio",4,"Divorciado",2270,3,"No",14,3,8,2,3,3,0,2
"715","No",18250,"Raramente","IyD",1,2,"Salud",4,"M","Director_Investigación",4,"Divorciado",17399,9,"No",22,4,32,1,2,4,1,3
"716","No",12045,"Frecuentemente","IyD",1,4,"Otra",3,"F","Representante_Salud",2,"Casado",5488,1,"Si",13,3,6,2,3,5,1,2
"717","No",14965,"Frecuentemente","IyD",9,3,"Salud",1,"M","Director_Investigación",3,"Divorciado",19419,2,"No",17,3,21,2,4,16,0,11
"718","No",9855,"Raramente","IyD",16,4,"Tecnicos",3,"F","Tecnico_Laboratorio",2,"Casado",2811,9,"No",14,3,4,2,3,2,2,2
"719","No",16425,"No_Viaja","IyD",23,2,"Ciencias",4,"M","Tecnico_Laboratorio",1,"Casado",3633,1,"Si",15,3,9,2,3,8,0,8
"720","No",17155,"Raramente","Ventas",4,2,"Ciencias",4,"F","Ejecutivo_Ventas",4,"Soltero",4163,1,"Si",17,3,9,0,3,0,0,7
"721","Si",10950,"Raramente","IyD",22,3,"Ciencias",1,"F","Investigador_Cientifico",3,"Casado",2132,4,"Si",11,3,7,2,3,2,0,1
"722","No",18250,"Raramente","IyD",24,3,"Ciencias",4,"M","Director_Manofactura",3,"Casado",13973,3,"Si",18,3,22,2,3,11,1,5
"723","No",13870,"Frecuentemente","IyD",10,1,"Salud",3,"M","Investigador_Cientifico",3,"Casado",2684,0,"No",17,3,3,0,2,1,0,2
"724","No",16790,"Raramente","IyD",7,2,"Salud",4,"M","Director_Manofactura",3,"Divorciado",10845,6,"No",13,3,13,3,3,7,0,7
"725","No",8760,"Raramente","IyD",17,1,"Salud",4,"F","Director_Manofactura",3,"Divorciado",4377,1,"No",15,3,5,6,3,2,3,2
"726","Si",12775,"Raramente","IyD",14,4,"Otra",3,"M","Tecnico_Laboratorio",2,"Divorciado",3743,1,"Si",24,4,5,2,1,2,0,2
"727","No",11315,"Frecuentemente","IyD",1,1,"Ciencias",3,"F","Director_Manofactura",1,"Casado",4148,1,"No",12,3,4,1,3,3,0,3
"728","No",6570,"No_Viaja","IyD",5,2,"Ciencias",2,"M","Investigador_Cientifico",4,"Soltero",1051,1,"No",15,3,0,2,3,0,0,0
"729","No",19710,"Raramente","IyD",17,3,"Tecnicos",3,"F","Director_Manofactura",3,"Casado",10739,8,"No",11,3,22,2,3,7,0,8
"730","No",12775,"Raramente","IyD",25,4,"Salud",3,"F","Representante_Salud",3,"Divorciado",10388,1,"Si",11,3,16,3,2,10,10,1
"731","No",10950,"Raramente","IyD",8,2,"Ciencias",2,"F","Director_Investigación",1,"Casado",11416,0,"Si",12,3,9,4,2,7,1,7
"732","Si",7300,"Raramente","IyD",11,3,"Salud",4,"F","Investigador_Cientifico",1,"Soltero",2600,1,"Si",15,3,1,2,3,0,0,0
"733","Si",10950,"Frecuentemente","IyD",5,3,"Salud",2,"F","Tecnico_Laboratorio",2,"Soltero",2422,0,"No",17,3,4,3,3,2,1,2
"734","No",9490,"Raramente","IyD",2,2,"Salud",4,"M","Director_Manofactura",4,"Casado",5472,1,"No",12,3,8,2,3,7,1,3
"735","No",8030,"Raramente","IyD",8,1,"Ciencias",2,"M","Tecnico_Laboratorio",1,"Casado",2451,1,"No",15,3,4,3,2,3,1,1
"736","No",17520,"Raramente","IyD",6,3,"Ciencias",1,"M","Representante_Salud",3,"Soltero",4240,2,"No",13,3,19,0,3,2,2,2
"737","No",17520,"Raramente","IyD",4,4,"Ciencias",3,"M","Representante_Salud",3,"Soltero",10999,7,"No",14,3,27,3,3,11,4,8
"738","No",14965,"Raramente","IyD",7,2,"Salud",4,"F","Director_Manofactura",3,"Soltero",5003,6,"No",14,3,8,6,3,2,2,1
"739","No",14235,"Raramente","IyD",1,1,"Ciencias",4,"F","Director_Manofactura",4,"Casado",12742,1,"No",16,3,21,3,3,6,11,8
"740","No",9855,"Raramente","IyD",2,4,"Ciencias",1,"F","Director_Manofactura",4,"Casado",4227,0,"No",18,3,4,2,3,2,2,2
"741","No",12775,"Raramente","IyD",10,3,"Otra",2,"M","Tecnico_Laboratorio",4,"Divorciado",3917,1,"No",20,4,3,4,2,2,1,2
"742","No",15330,"Raramente","Ventas",5,2,"Mercadeo",4,"M","Gerente",3,"Casado",18303,6,"No",13,3,21,3,4,0,0,0
"743","No",18250,"Raramente","IyD",9,3,"Ciencias",1,"M","Tecnico_Laboratorio",4,"Casado",2380,4,"No",18,3,8,5,3,0,0,0
"744","No",21535,"Raramente","IyD",2,3,"Ciencias",3,"F","Director_Manofactura",4,"Soltero",13726,3,"Si",13,3,30,4,3,3,4,3
"745","Si",13505,"Raramente","IyD",11,2,"Salud",1,"F","Representante_Salud",2,"Casado",4777,5,"No",15,3,15,2,1,0,0,0
"746","No",20075,"Frecuentemente","IyD",18,4,"Salud",3,"M","Representante_Salud",2,"Casado",6385,3,"Si",14,3,17,3,3,7,6,7
"747","No",14965,"No_Viaja","IyD",7,1,"Ciencias",2,"F","Director_Investigación",3,"Divorciado",19973,1,"No",22,4,21,3,3,16,5,10
"748","No",13870,"Raramente","Ventas",3,4,"Ciencias",2,"M","Ejecutivo_Ventas",4,"Soltero",6861,8,"Si",12,3,19,1,3,0,0,0
"749","Si",9490,"No_Viaja","Ventas",29,2,"Salud",2,"M","Ejecutivo_Ventas",1,"Soltero",4969,8,"No",18,3,7,6,3,2,2,2
"750","Si",18980,"Raramente","Ventas",2,1,"Mercadeo",1,"F","Gerente",4,"Casado",19845,1,"No",15,3,33,3,3,14,6,9
"751","No",16060,"Raramente","Ventas",28,3,"Salud",4,"F","Ejecutivo_Ventas",4,"Casado",13320,3,"Si",18,3,23,2,3,11,11,11
"752","No",18250,"No_Viaja","Ventas",1,3,"Ciencias",4,"F","Ejecutivo_Ventas",3,"Casado",6347,0,"No",12,3,19,3,3,7,0,13
"753","Si",13140,"Raramente","IyD",16,4,"Ciencias",3,"F","Tecnico_Laboratorio",1,"Soltero",2743,1,"No",16,3,18,1,3,13,15,14
"754","No",14235,"Frecuentemente","IyD",22,3,"Salud",4,"F","Director_Manofactura",1,"Soltero",10880,1,"Si",13,3,21,2,3,6,2,8
"755","No",12045,"No_Viaja","Ventas",8,1,"Ciencias",2,"F","Representante_Ventas",4,"Soltero",2342,0,"No",19,3,3,2,2,2,2,2
"756","No",16425,"Raramente","Ventas",11,2,"Ciencias",4,"F","Gerente",4,"Casado",17650,3,"No",13,3,26,4,4,3,1,1
"757","No",11680,"No_Viaja","IyD",29,4,"Salud",4,"F","Tecnico_Laboratorio",3,"Soltero",4025,9,"No",12,3,10,2,3,7,7,7
"758","No",12410,"Raramente","Ventas",1,4,"Mercadeo",2,"M","Ejecutivo_Ventas",4,"Divorciado",9725,0,"No",11,3,16,2,2,1,0,9
"759","No",21535,"Raramente","Ventas",1,2,"Tecnicos",2,"M","Gerente",4,"Casado",11904,3,"Si",14,3,14,1,1,4,0,4
"760","No",16425,"Raramente","RH",24,4,"Salud",2,"M","Recursos_Humanos",2,"Soltero",2177,1,"No",16,3,6,3,3,3,0,4
"761","No",19345,"Frecuentemente","Ventas",2,3,"Mercadeo",3,"F","Ejecutivo_Ventas",2,"Casado",7525,2,"No",12,3,30,2,3,7,6,12
"762","Si",13140,"Raramente","IyD",15,3,"Otra",1,"M","Tecnico_Laboratorio",3,"Divorciado",4834,7,"No",14,3,9,3,2,0,0,0
"763","Si",9490,"Frecuentemente","IyD",2,3,"Ciencias",1,"M","Investigador_Cientifico",1,"Casado",2042,6,"Si",14,3,6,2,3,2,1,2
"764","No",12410,"Raramente","Ventas",10,4,"Ciencias",3,"F","Representante_Ventas",3,"Casado",2220,1,"Si",19,3,1,2,3,1,0,0
"765","No",10220,"Raramente","Ventas",10,1,"Salud",4,"M","Representante_Ventas",2,"Casado",1052,1,"No",22,4,1,5,3,0,0,0
"766","No",13870,"Frecuentemente","IyD",3,4,"Otra",3,"M","Investigador_Cientifico",3,"Casado",2821,3,"No",16,3,8,2,3,2,2,2
"767","No",18250,"Raramente","IyD",2,4,"Salud",2,"M","Director_Investigación",3,"Casado",19237,2,"Si",11,3,29,2,2,1,7,7
"768","No",13505,"Raramente","IyD",3,3,"Otra",4,"F","Representante_Salud",2,"Soltero",4107,3,"No",15,3,8,3,2,3,0,1
"769","No",14600,"Raramente","Ventas",26,3,"Mercadeo",3,"M","Ejecutivo_Ventas",1,"Casado",8396,1,"No",14,3,8,3,2,7,7,5
"770","No",9490,"Frecuentemente","IyD",1,1,"Salud",1,"F","Investigador_Cientifico",3,"Divorciado",2007,1,"No",13,3,5,5,3,3,1,3
"771","No",16790,"Raramente","IyD",1,4,"Salud",4,"M","Director_Investigación",4,"Divorciado",19627,9,"No",17,3,23,0,3,2,2,2
"772","No",19710,"Raramente","Ventas",2,4,"Ciencias",3,"F","Ejecutivo_Ventas",3,"Casado",10686,6,"No",11,3,13,4,3,4,7,0
"773","No",20440,"Frecuentemente","IyD",9,3,"Salud",1,"F","Investigador_Cientifico",3,"Casado",2942,2,"No",19,3,18,4,3,4,0,3
"774","No",13140,"Raramente","IyD",12,5,"Salud",4,"F","Director_Manofactura",4,"Soltero",8858,0,"No",11,3,15,2,2,8,7,8
"775","No",20075,"No_Viaja","IyD",2,1,"Salud",3,"M","Gerente",1,"Soltero",16756,7,"No",15,3,31,3,4,7,6,2
"776","No",15695,"Raramente","Ventas",25,3,"Salud",3,"M","Ejecutivo_Ventas",4,"Divorciado",10798,5,"No",13,3,18,5,3,0,0,0
"777","Si",7300,"Frecuentemente","Ventas",9,3,"Mercadeo",4,"F","Representante_Ventas",4,"Soltero",2323,1,"Si",14,3,2,3,3,2,0,2
"778","Si",7665,"Raramente","IyD",10,3,"Ciencias",3,"F","Tecnico_Laboratorio",1,"Soltero",1416,1,"No",13,3,1,6,2,0,1,0
"779","No",16790,"Raramente","IyD",8,4,"Ciencias",4,"F","Investigador_Cientifico",1,"Divorciado",4615,8,"Si",23,4,19,2,3,13,1,7
"780","Si",18615,"Raramente","IyD",4,4,"Ciencias",1,"M","Investigador_Cientifico",3,"Casado",2461,9,"Si",12,3,18,2,4,0,2,7
"781","Si",10220,"No_Viaja","IyD",24,2,"Tecnicos",2,"M","Representante_Salud",1,"Soltero",8722,1,"No",12,3,10,2,2,7,1,9
"782","No",9490,"Raramente","IyD",1,2,"Salud",1,"M","Tecnico_Laboratorio",1,"Casado",3955,1,"No",16,3,6,2,3,3,1,3
"783","No",10950,"Raramente","IyD",20,3,"Otra",3,"M","Director_Manofactura",1,"Casado",9957,0,"No",15,3,7,1,2,2,0,2
"784","No",14965,"Raramente","IyD",7,2,"Tecnicos",2,"F","Investigador_Cientifico",3,"Casado",3376,1,"No",13,3,10,3,3,6,0,8
"785","No",13870,"Raramente","IyD",17,1,"Ciencias",3,"F","Representante_Salud",3,"Casado",8823,0,"No",18,3,20,4,2,9,1,9
"786","No",14600,"Raramente","IyD",20,4,"Tecnicos",1,"M","Representante_Salud",4,"Casado",10322,4,"No",20,4,14,6,3,10,11,1
"787","No",9855,"No_Viaja","IyD",8,5,"Ciencias",1,"M","Tecnico_Laboratorio",3,"Casado",4621,1,"No",19,3,3,4,3,2,1,2
"788","No",20075,"Frecuentemente","IyD",2,1,"Ciencias",4,"M","Director_Manofactura",2,"Casado",10976,3,"No",18,3,23,4,3,2,1,2
"789","No",10220,"Raramente","IyD",10,3,"Otra",3,"F","Investigador_Cientifico",3,"Soltero",3660,3,"No",13,3,10,4,4,7,1,7
"790","Si",16060,"Raramente","RH",1,2,"Salud",2,"M","Recursos_Humanos",1,"Casado",10482,9,"No",14,3,24,1,3,6,3,6
"791","No",12045,"Raramente","IyD",5,3,"Ciencias",4,"M","Representante_Salud",4,"Divorciado",7119,4,"No",15,3,9,2,3,2,1,2
"792","Si",12775,"Raramente","Ventas",4,3,"Tecnicos",4,"M","Ejecutivo_Ventas",1,"Soltero",9582,0,"Si",22,4,9,2,3,7,4,7
"793","Si",12045,"Frecuentemente","IyD",29,4,"Salud",1,"F","Investigador_Cientifico",3,"Soltero",4508,1,"No",22,4,14,4,3,7,3,8
"794","No",10220,"Raramente","IyD",15,2,"Ciencias",1,"M","Tecnico_Laboratorio",3,"Divorciado",2207,1,"No",16,3,4,5,2,2,2,2
"795","No",12410,"Frecuentemente","IyD",3,1,"Ciencias",1,"M","Representante_Salud",4,"Soltero",7756,0,"No",17,3,7,1,2,2,0,4
"796","No",13505,"Raramente","Ventas",10,4,"Ciencias",4,"F","Ejecutivo_Ventas",4,"Divorciado",6694,2,"Si",14,3,8,5,3,0,0,0
"797","Si",9125,"Raramente","IyD",4,1,"Tecnicos",4,"M","Tecnico_Laboratorio",4,"Casado",3691,1,"Si",15,3,7,3,4,7,5,6
"798","Si",9490,"Raramente","IyD",21,3,"Salud",1,"M","Tecnico_Laboratorio",3,"Divorciado",2377,1,"No",20,4,1,0,2,1,0,0
"799","Si",12045,"Raramente","IyD",25,3,"Salud",1,"M","Investigador_Cientifico",2,"Soltero",2313,4,"Si",20,4,5,0,3,2,2,2
"800","No",15330,"Raramente","IyD",2,2,"Salud",4,"M","Gerente",1,"Casado",17665,0,"No",17,3,23,3,3,6,13,7
"801","Si",10220,"Frecuentemente","IyD",1,3,"Salud",1,"M","Tecnico_Laboratorio",2,"Divorciado",2596,1,"No",15,3,1,2,3,0,0,0
"802","Si",18250,"Frecuentemente","Ventas",1,4,"Otra",4,"M","Ejecutivo_Ventas",3,"Soltero",4728,3,"Si",14,3,5,4,3,0,0,0
"803","No",12045,"Frecuentemente","Ventas",7,3,"Ciencias",4,"F","Ejecutivo_Ventas",2,"Casado",4302,0,"No",17,3,4,3,3,2,0,2
"804","No",12410,"No_Viaja","IyD",3,4,"Ciencias",3,"M","Investigador_Cientifico",4,"Casado",2979,3,"No",17,3,6,2,3,0,0,0
"805","No",17520,"No_Viaja","IyD",1,4,"Salud",1,"M","Gerente",4,"Soltero",16885,2,"No",22,4,27,3,2,4,2,1
"806","No",16425,"No_Viaja","Ventas",9,4,"Ciencias",2,"F","Ejecutivo_Ventas",3,"Casado",5593,1,"No",13,3,15,2,3,10,4,12
"807","No",18980,"Raramente","IyD",7,4,"Ciencias",2,"M","Representante_Salud",2,"Soltero",10445,7,"No",19,3,18,4,3,6,4,0
"808","No",13870,"Raramente","Ventas",10,4,"Mercadeo",3,"M","Ejecutivo_Ventas",3,"Divorciado",8740,0,"Si",14,3,9,2,3,7,2,7
"809","No",10585,"Raramente","IyD",28,4,"Ciencias",3,"F","Investigador_Cientifico",4,"Divorciado",2514,4,"No",22,4,11,1,3,5,1,7
"810","No",10220,"Raramente","IyD",3,3,"Salud",4,"F","Director_Manofactura",2,"Divorciado",7655,0,"No",17,3,10,3,2,7,1,7
"811","No",16790,"Raramente","Ventas",3,1,"Mercadeo",1,"M","Gerente",3,"Casado",17465,3,"No",12,3,23,3,3,9,4,9
"812","No",13870,"Raramente","Ventas",2,2,"Mercadeo",4,"M","Ejecutivo_Ventas",2,"Soltero",7351,7,"No",16,3,10,2,3,0,0,0
"813","No",15695,"Frecuentemente","IyD",27,3,"Ciencias",3,"F","Director_Manofactura",1,"Casado",10820,8,"No",11,3,18,1,3,7,0,1
"814","Si",14235,"Frecuentemente","IyD",2,3,"Ciencias",1,"M","Representante_Salud",4,"Divorciado",12169,7,"No",11,3,21,4,3,7,11,5
"815","No",14600,"Raramente","IyD",14,3,"Salud",3,"M","Director_Investigación",3,"Soltero",19626,1,"No",14,3,21,2,4,7,4,9
"816","No",7665,"Raramente","IyD",1,1,"Tecnicos",4,"F","Investigador_Cientifico",2,"Soltero",2070,1,"Si",11,3,2,6,4,2,2,2
"817","No",14235,"No_Viaja","IyD",9,3,"Ciencias",3,"M","Tecnico_Laboratorio",2,"Soltero",6782,9,"No",15,3,9,2,2,4,0,3
"818","No",13140,"No_Viaja","IyD",18,4,"Ciencias",1,"M","Director_Manofactura",4,"Soltero",7779,2,"No",20,4,18,0,3,9,0,9
"819","No",11315,"Frecuentemente","Ventas",20,3,"Ciencias",3,"M","Representante_Ventas",4,"Casado",2791,0,"No",12,3,3,4,3,2,2,2
"820","No",10220,"Raramente","IyD",2,1,"Ciencias",1,"M","Investigador_Cientifico",2,"Casado",3201,0,"No",17,3,6,2,1,3,0,4
"821","No",12775,"Frecuentemente","Ventas",11,2,"Mercadeo",4,"M","Ejecutivo_Ventas",4,"Divorciado",4968,1,"No",11,3,5,3,3,2,0,2
"822","No",17885,"Raramente","Ventas",8,4,"Tecnicos",4,"M","Ejecutivo_Ventas",2,"Casado",13120,6,"No",17,3,22,3,3,8,2,3
"823","No",12410,"Frecuentemente","IyD",2,2,"Ciencias",4,"M","Director_Manofactura",3,"Soltero",4033,2,"No",11,3,5,3,2,2,0,2
"824","No",10585,"Frecuentemente","IyD",10,3,"Ciencias",4,"F","Investigador_Cientifico",2,"Divorciado",3291,0,"No",14,3,8,2,2,5,1,1
"825","No",15330,"Raramente","IyD",29,3,"Salud",2,"M","Tecnico_Laboratorio",4,"Soltero",4272,4,"No",19,3,16,3,3,0,0,0
"826","No",10585,"Raramente","IyD",8,1,"Salud",2,"M","Director_Manofactura",4,"Casado",5056,1,"Si",15,3,10,2,2,7,1,2
"827","No",13870,"Raramente","RH",1,3,"Humanidades",3,"M","Recursos_Humanos",3,"Casado",2844,1,"No",13,3,7,2,4,6,5,0
"828","No",10220,"Frecuentemente","IyD",6,3,"Ciencias",3,"M","Investigador_Cientifico",3,"Divorciado",2703,1,"Si",14,3,3,2,3,1,0,2
"829","Si",6570,"No_Viaja","IyD",8,1,"Salud",3,"M","Tecnico_Laboratorio",3,"Soltero",1904,1,"No",12,3,0,0,3,0,0,0
"830","Si",12045,"Raramente","Ventas",9,4,"Mercadeo",1,"F","Ejecutivo_Ventas",1,"Soltero",8224,0,"Si",17,3,6,3,3,2,0,3
"831","No",14965,"Raramente","IyD",12,4,"Ciencias",2,"M","Tecnico_Laboratorio",4,"Casado",4766,3,"Si",11,3,6,4,3,0,0,0
"832","Si",11315,"Frecuentemente","IyD",15,3,"Salud",3,"M","Tecnico_Laboratorio",3,"Casado",2610,1,"No",12,3,2,5,2,2,2,2
"833","No",13505,"Raramente","IyD",25,2,"Salud",3,"F","Representante_Salud",4,"Divorciado",5731,7,"No",13,3,9,2,3,2,1,3
"834","No",9855,"Raramente","IyD",6,3,"Ciencias",4,"M","Investigador_Cientifico",3,"Casado",2539,1,"No",13,3,4,0,3,2,2,2
"835","No",12410,"Raramente","Ventas",9,1,"Ciencias",2,"F","Ejecutivo_Ventas",3,"Casado",5714,1,"No",20,4,6,3,2,5,1,3
"836","No",12775,"Raramente","RH",8,4,"Tecnicos",3,"M","Recursos_Humanos",3,"Soltero",4323,1,"No",17,3,6,2,1,4,1,4
"837","Si",10585,"Raramente","Ventas",23,1,"Ciencias",4,"F","Ejecutivo_Ventas",1,"Casado",7336,1,"No",13,3,11,3,1,8,3,10
"838","No",14600,"Frecuentemente","IyD",9,4,"Salud",2,"F","Director_Investigación",3,"Soltero",13499,9,"No",17,3,20,3,2,7,2,13
"839","Si",15330,"Frecuentemente","Ventas",12,3,"Ciencias",3,"M","Ejecutivo_Ventas",1,"Soltero",13758,0,"Si",12,3,22,2,2,9,13,14
"840","No",15330,"Raramente","Ventas",4,4,"Mercadeo",2,"M","Ejecutivo_Ventas",1,"Soltero",5155,7,"No",13,3,9,3,4,4,1,5
"841","No",12775,"Raramente","IyD",1,4,"Salud",4,"M","Tecnico_Laboratorio",3,"Casado",2258,6,"No",12,3,10,2,3,0,1,7
"842","No",8760,"Raramente","IyD",24,3,"Salud",4,"M","Tecnico_Laboratorio",2,"Soltero",3597,8,"No",22,4,6,2,3,3,1,2
"843","Si",10220,"Raramente","IyD",12,1,"Ciencias",3,"F","Tecnico_Laboratorio",4,"Casado",2515,1,"Si",11,3,1,4,2,1,0,0
"844","No",9490,"Raramente","IyD",3,4,"Salud",1,"M","Tecnico_Laboratorio",4,"Casado",4420,1,"No",22,4,8,2,3,7,0,7
"845","No",10950,"Raramente","Ventas",10,3,"Mercadeo",3,"M","Ejecutivo_Ventas",3,"Casado",6578,1,"No",18,3,10,3,3,3,1,4
"846","No",14600,"Frecuentemente","IyD",26,2,"Salud",3,"F","Investigador_Cientifico",4,"Casado",4422,3,"Si",13,3,16,3,1,1,0,0
"847","No",12775,"Raramente","IyD",2,3,"Ciencias",3,"M","Director_Manofactura",2,"Divorciado",10274,2,"No",18,3,15,2,4,7,6,4
"848","No",12410,"Frecuentemente","IyD",1,3,"Salud",4,"M","Representante_Salud",1,"Soltero",5343,0,"No",20,4,14,3,3,9,4,9
"849","No",12775,"Frecuentemente","IyD",4,4,"Otra",4,"M","Tecnico_Laboratorio",4,"Casado",2376,1,"No",13,3,2,2,4,2,2,2
"850","Si",15695,"Raramente","Ventas",9,3,"Mercadeo",1,"F","Ejecutivo_Ventas",3,"Soltero",5346,8,"No",13,3,7,2,2,3,1,3
"851","No",11680,"No_Viaja","Ventas",2,1,"Ciencias",3,"F","Representante_Ventas",1,"Divorciado",2827,1,"No",12,3,1,3,3,0,0,0
"852","No",20440,"Raramente","IyD",4,4,"Tecnicos",4,"F","Gerente",1,"Divorciado",19943,4,"No",13,3,28,2,3,2,4,2
"853","No",10585,"Raramente","IyD",6,1,"Salud",2,"F","Tecnico_Laboratorio",4,"Casado",3131,1,"No",13,3,10,5,3,8,0,8
"854","No",6935,"Raramente","IyD",9,2,"Ciencias",3,"M","Investigador_Cientifico",1,"Soltero",2552,1,"No",25,4,1,4,3,1,0,0
"855","No",16425,"Raramente","IyD",7,3,"Salud",1,"F","Investigador_Cientifico",3,"Casado",4477,4,"Si",19,3,7,2,2,2,0,2
"856","No",13505,"Raramente","IyD",1,3,"Ciencias",4,"F","Director_Manofactura",4,"Casado",6474,1,"No",13,3,14,2,2,8,3,11
"857","No",7300,"Raramente","IyD",3,3,"Ciencias",1,"M","Tecnico_Laboratorio",3,"Soltero",3033,1,"No",12,3,2,2,2,2,1,2
"858","Si",16060,"Raramente","IyD",10,4,"Ciencias",3,"M","Investigador_Cientifico",3,"Soltero",2936,1,"Si",11,3,6,4,3,4,0,2
"859","No",19345,"Raramente","IyD",7,2,"Salud",4,"F","Gerente",3,"Divorciado",18606,3,"No",18,3,26,6,3,7,4,7
"860","No",10585,"Raramente","IyD",15,1,"Ciencias",2,"F","Investigador_Cientifico",4,"Casado",2168,0,"Si",18,3,6,2,2,4,1,3
"861","Si",8030,"Frecuentemente","IyD",3,4,"Ciencias",3,"M","Investigador_Cientifico",4,"Casado",2853,0,"Si",11,3,1,5,3,0,0,0
"862","No",16790,"Raramente","Ventas",2,3,"Mercadeo",3,"F","Gerente",1,"Casado",17048,8,"No",23,4,28,2,3,15,15,9
"863","No",16060,"No_Viaja","IyD",17,3,"Ciencias",4,"M","Investigador_Cientifico",3,"Soltero",2290,2,"No",13,3,6,3,3,0,0,0
"864","No",12045,"Raramente","RH",2,3,"Humanidades",2,"M","Recursos_Humanos",3,"Casado",3600,1,"No",13,3,5,2,3,4,1,4
"865","Si",14965,"No_Viaja","IyD",5,2,"Ciencias",1,"M","Investigador_Cientifico",1,"Divorciado",2107,6,"No",17,3,5,2,1,0,0,0
"866","No",10950,"Raramente","Ventas",29,4,"Ciencias",3,"M","Ejecutivo_Ventas",1,"Divorciado",4115,8,"No",19,3,8,3,3,3,0,3
"867","No",14600,"Frecuentemente","Ventas",2,4,"Salud",2,"M","Ejecutivo_Ventas",2,"Casado",4327,5,"No",12,3,5,2,3,0,0,0
"868","No",18250,"Frecuentemente","IyD",2,3,"Salud",4,"F","Gerente",1,"Casado",17856,2,"No",22,4,32,3,3,2,2,2
"869","No",10220,"Raramente","IyD",19,4,"Salud",4,"M","Tecnico_Laboratorio",1,"Casado",3196,1,"No",12,3,6,2,3,5,3,3
"870","No",16790,"Raramente","IyD",15,2,"Ciencias",4,"M","Director_Investigación",2,"Casado",19081,5,"No",11,3,25,2,3,2,0,3
"871","No",12775,"Raramente","Ventas",17,4,"Ciencias",3,"M","Ejecutivo_Ventas",1,"Casado",8966,3,"Si",15,3,15,2,3,7,1,7
"872","Si",8760,"Raramente","IyD",17,2,"Ciencias",4,"F","Tecnico_Laboratorio",2,"Casado",2210,1,"No",13,3,1,3,1,0,0,0
"873","No",12045,"Frecuentemente","Ventas",25,3,"Salud",2,"F","Ejecutivo_Ventas",3,"Casado",4539,1,"No",12,3,10,3,2,7,0,1
"874","No",13140,"Raramente","IyD",6,4,"Ciencias",3,"M","Tecnico_Laboratorio",3,"Divorciado",2741,1,"No",14,3,7,4,3,7,1,7
"875","No",10950,"Raramente","IyD",7,4,"Ciencias",3,"M","Tecnico_Laboratorio",3,"Divorciado",3491,1,"No",13,3,10,4,2,7,8,9
"876","No",16060,"Raramente","IyD",29,4,"Otra",4,"M","Investigador_Cientifico",4,"Soltero",4541,1,"No",25,4,20,3,3,11,13,17
"877","No",7300,"Raramente","Ventas",21,3,"Mercadeo",3,"M","Representante_Ventas",4,"Soltero",2678,1,"No",17,3,2,2,3,1,2,2
"878","No",16790,"Raramente","IyD",2,4,"Tecnicos",4,"M","Director_Manofactura",4,"Divorciado",7379,2,"No",11,3,12,3,2,3,1,4
"879","No",15330,"No_Viaja","RH",2,5,"Salud",4,"M","Recursos_Humanos",1,"Casado",6272,7,"No",16,3,10,3,4,3,0,3
"880","No",21900,"Raramente","Ventas",7,4,"Mercadeo",2,"M","Ejecutivo_Ventas",4,"Divorciado",5220,0,"Si",18,3,12,3,3,7,1,9
"881","No",11680,"Frecuentemente","IyD",13,3,"Otra",3,"F","Tecnico_Laboratorio",2,"Casado",2743,1,"No",20,4,2,2,3,2,2,2
"882","No",11680,"Frecuentemente","IyD",2,2,"Ciencias",4,"F","Investigador_Cientifico",3,"Soltero",4998,4,"Si",14,3,10,2,3,7,0,7
"883","No",13140,"Raramente","IyD",1,3,"Tecnicos",3,"F","Director_Manofactura",1,"Divorciado",10252,2,"Si",21,4,17,2,3,7,7,7
